Incident_ID,Company_Name,Industry,Attack_Type,Date_of_Incident,Breach_Size,Financial_Loss,Country,Attack_Vector,Mitigation_Time,Year,Month,Day
16155,Thomas Llc,Telecommunications,Data Breach,2020-07-28,3852842.0,2307259.05,Spain,Phishing,15,2020,7,28
16156,"Lopez, Hunter And Lopez",Retail,Data Breach,2020-02-09,4950575.0,871646.57,Sweden,Phishing,60,2020,2,9
16157,Johnson-Johnson,Retail,Denial of Service,2022-12-05,4950575.0,2113773.58,Sweden,Compromised Vendor,17,2022,12,5
16158,Cruz-Huber,Healthcare,Ransomware,2023-06-03,7050307.0,4221669.49,Uk,Compromised Vendor,60,2023,6,3
16159,"Reyes, Molina And Chung",Healthcare,Ransomware,2021-06-15,8491904.0,2008044.94,Italy,Compromised Vendor,48,2021,6,15
16160,Sandoval Llc,Healthcare,Ransomware,2021-03-17,1871029.0,3163865.35,Uk,Phishing,21,2021,3,17
16161,Barker Ltd,Manufacturing,Ransomware,2020-11-06,8244540.0,581303.78,Belgium,Insider Threat,25,2020,11,6
16162,Adams Ltd,Telecommunications,Ransomware,2023-03-21,5578957.0,3358916.35,Uk,Phishing,44,2023,3,21
16163,Lowery-Willis,Telecommunications,Denial of Service,2020-10-30,4286031.0,2011920.66,Belgium,Insider Threat,35,2020,10,30
16164,Moody-Harper,Manufacturing,Supply Chain Attack,2021-07-21,4950575.0,2715924.37,Netherlands,DDoS Attack,34,2021,7,21
16165,Evans-Gonzalez,Tech,Malware,2021-12-20,1409694.0,2433875.41,Uk,Phishing,12,2021,12,20
16166,Brandt-Fox,Manufacturing,Data Breach,2022-07-20,1424546.0,3310602.38,Netherlands,Spear Phishing,22,2022,7,20
16167,"Hays, Bailey And Mason",Retail,Ransomware,2023-12-24,1455714.0,1258825.6,Denmark,DDoS Attack,43,2023,12,24
16168,Cooper Inc,Manufacturing,Phishing,2022-04-21,4950575.0,3980548.49,Belgium,Phishing,28,2022,4,21
16169,"Nicholson, Martinez And Ramos",Healthcare,Ransomware,2022-10-12,8057011.0,3271664.02,Uk,Compromised Vendor,35,2022,10,12
16170,Chung Ltd,Telecommunications,Malware,2020-08-11,2295309.0,2545863.67,France,Compromised Vendor,52,2020,8,11
16171,Barry Plc,Healthcare,Malware,2020-04-11,2777100.0,140840.85,Sweden,DDoS Attack,17,2020,4,11
16172,"Austin, Simpson And Mccarthy",Healthcare,Ransomware,2023-12-20,4655773.0,606046.33,Belgium,Phishing,54,2023,12,20
16173,Berry-Freeman,Manufacturing,Ransomware,2021-01-04,678063.0,1451315.52,Italy,Phishing,46,2021,1,4
16174,Harris-Garcia,Retail,Ransomware,2023-09-04,9889158.0,1189755.93,Spain,Phishing,48,2023,9,4
16175,Salinas-Russo,Telecommunications,Data Breach,2023-05-12,8139915.0,1695193.12,Belgium,Insider Threat,22,2023,5,12
16176,Clark-Hutchinson,Manufacturing,Denial of Service,2020-01-30,1971349.0,4518950.9,Spain,Spear Phishing,20,2020,1,30
16177,"Bradley, Lyons And Young",Telecommunications,Malware,2022-11-23,4950575.0,4771064.82,France,Insider Threat,36,2022,11,23
16178,Hernandez-Logan,Manufacturing,Supply Chain Attack,2022-05-07,9751470.0,3616515.28,Belgium,DDoS Attack,34,2022,5,7
16179,Mathis Inc,Retail,Data Breach,2021-05-27,7713906.0,2166360.52,Uk,Phishing,10,2021,5,27
16180,"Brown, Lowe And Butler",Retail,Phishing,2020-10-22,4950575.0,3987954.09,Belgium,Phishing,20,2020,10,22
16181,"Dean, Brandt And Lopez",Energy,Malware,2020-09-04,6327603.0,4425587.27,Sweden,Compromised Vendor,7,2020,9,4
16182,Woods-Davis,Manufacturing,Phishing,2022-07-20,113294.0,3196230.44,Belgium,Compromised Vendor,23,2022,7,20
16183,Sloan-Oneill,Retail,Malware,2021-05-28,24396.0,4074293.09,Italy,DDoS Attack,45,2021,5,28
16184,Rose Plc,Healthcare,Data Breach,2020-02-21,4950575.0,2009805.62,Netherlands,Phishing,27,2020,2,21
16185,Hill-Patel,Telecommunications,Denial of Service,2022-01-27,6620114.0,3355939.85,Uk,Phishing,32,2022,1,27
16186,"Wilkerson, Hamilton And Sparks",Energy,Data Breach,2021-03-18,1010900.0,2607498.62,Netherlands,Malware Infection,52,2021,3,18
16187,Nguyen-Stein,Healthcare,Data Breach,2020-05-18,5058466.0,4717616.22,Spain,Compromised Vendor,16,2020,5,18
16188,Jennings-Johnson,Tech,Data Breach,2023-02-17,2845585.0,2421927.84,Uk,Compromised Vendor,23,2023,2,17
16189,Hooper-Smith,Healthcare,Data Breach,2022-10-14,2235513.0,3430276.3,Uk,Phishing,31,2022,10,14
16190,"Peterson, Lucero And Greene",Healthcare,Denial of Service,2022-10-25,4950575.0,1153934.04,Spain,Phishing,34,2022,10,25
16191,Barry Ltd,Retail,Data Breach,2021-06-10,6042746.0,461568.54,Belgium,Phishing,22,2021,6,10
16192,"Owens, Dorsey And Lucas",Manufacturing,Ransomware,2021-12-28,6414607.0,3360178.27,Uk,Phishing,43,2021,12,28
16193,"Tran, Wright And Wilson",Retail,Malware,2021-09-29,4950575.0,3732502.49,Belgium,DDoS Attack,34,2021,9,29
16194,Smith Llc,Healthcare,Malware,2022-12-14,9306868.0,1431664.46,Belgium,Phishing,36,2022,12,14
16195,"Lewis, Dean And Garcia",Healthcare,Data Breach,2023-11-06,4950575.0,2179047.57,Belgium,DDoS Attack,54,2023,11,6
16196,"Johnson, Murphy And Medina",Manufacturing,Ransomware,2021-05-06,1870858.0,1688482.88,Italy,DDoS Attack,27,2021,5,6
16197,"Sexton, Todd And Davis",Manufacturing,Data Breach,2023-11-07,7629814.0,3519950.65,Uk,Phishing,47,2023,11,7
16198,Bennett-Bell,Telecommunications,Ransomware,2020-07-19,5627490.0,143141.47,Netherlands,Phishing,39,2020,7,19
16199,Roberts-Berg,Finance,Ransomware,2022-01-26,1669135.0,344161.7,Uk,Phishing,19,2022,1,26
16200,Miles Group,Healthcare,Ransomware,2020-04-22,4950575.0,1127496.86,Uk,Phishing,16,2020,4,22
16201,Shaw Ltd,Healthcare,Phishing,2020-05-25,507603.0,4439110.95,Belgium,Compromised Vendor,44,2020,5,25
16202,Gomez Inc,Tech,Supply Chain Attack,2020-12-09,1202400.0,4698900.05,Belgium,DDoS Attack,53,2020,12,9
16203,"Garcia, Myers And Ortiz",Tech,Phishing,2022-06-29,5383505.0,570916.2,Uk,Phishing,32,2022,6,29
16204,Pittman-Smith,Tech,Denial of Service,2020-01-31,1312623.0,2779082.22,Belgium,Insider Threat,46,2020,1,31
16205,Martinez Group,Tech,Ransomware,2020-01-08,9720634.0,1707158.46,Netherlands,Phishing,8,2020,1,8
16206,Peters Plc,Retail,Ransomware,2022-05-18,9831192.0,2926219.43,Spain,Phishing,58,2022,5,18
16207,Lynch Llc,Telecommunications,Supply Chain Attack,2020-04-19,202677.0,1378515.82,Belgium,Compromised Vendor,58,2020,4,19
16208,Coffey-Willis,Healthcare,Denial of Service,2021-12-13,4751229.0,1738088.44,Sweden,Phishing,13,2021,12,13
16209,"Brown, Vargas And Adams",Retail,Data Breach,2020-04-19,1563124.0,2066445.97,Uk,Phishing,30,2020,4,19
16210,Marshall Plc,Healthcare,Malware,2020-02-08,8737236.0,365156.1,Uk,Compromised Vendor,37,2020,2,8
16211,Vasquez Ltd,Tech,Data Breach,2020-06-19,9521065.0,584053.6,Sweden,Phishing,37,2020,6,19
16212,Anderson Inc,Finance,Ransomware,2022-06-06,6584565.0,4818497.6,Uk,Compromised Vendor,44,2022,6,6
16213,"Knight, Mclaughlin And Taylor",Manufacturing,Ransomware,2022-06-25,6953266.0,589480.89,France,Compromised Vendor,26,2022,6,25
16214,Williams-Baker,Manufacturing,Ransomware,2022-04-07,6643201.0,1278203.14,Belgium,Phishing,6,2022,4,7
16215,"Salazar, Baxter And Solis",Manufacturing,Denial of Service,2020-11-06,1728142.0,4524109.91,Belgium,DDoS Attack,48,2020,11,6
16216,"Clements, Beasley And Fletcher",Manufacturing,Data Breach,2020-11-21,1571193.0,3531683.91,Sweden,Phishing,17,2020,11,21
16217,Crosby And Sons,Retail,Ransomware,2020-10-07,822634.0,4169607.44,Belgium,Compromised Vendor,52,2020,10,7
16218,Ali-Harris,Manufacturing,Ransomware,2021-03-15,713278.0,3355867.06,Belgium,Compromised Vendor,21,2021,3,15
16219,Ward Group,Telecommunications,Ransomware,2022-06-30,1208939.0,2350115.02,France,Compromised Vendor,12,2022,6,30
16220,Garcia Ltd,Manufacturing,Supply Chain Attack,2022-09-27,4950575.0,4911252.76,Spain,Insider Threat,46,2022,9,27
16221,Lewis Group,Tech,Supply Chain Attack,2021-10-06,2452828.0,1988336.15,Uk,Phishing,30,2021,10,6
16222,Johnston Ltd,Tech,Data Breach,2023-01-01,6133275.0,295660.43,Netherlands,DDoS Attack,27,2023,1,1
16223,"Wright, Bennett And Wilson",Manufacturing,Malware,2022-11-17,276220.0,4212605.52,Belgium,DDoS Attack,37,2022,11,17
16224,Ellis Inc,Healthcare,Data Breach,2023-07-17,272467.0,505483.71,Netherlands,Compromised Vendor,40,2023,7,17
16225,Conley-Bailey,Manufacturing,Data Breach,2022-04-19,5145792.0,2708344.02,Netherlands,DDoS Attack,58,2022,4,19
16226,"Proctor, Mcgee And Vasquez",Manufacturing,Data Breach,2023-01-04,2896829.0,1858769.74,Uk,Phishing,21,2023,1,4
16227,Marquez-Smith,Healthcare,Data Breach,2023-07-18,8332243.0,3830953.39,Italy,Compromised Vendor,60,2023,7,18
16228,Walker Ltd,Healthcare,Ransomware,2021-07-23,277347.0,982991.88,Uk,Compromised Vendor,23,2021,7,23
16229,Rogers-Lucero,Tech,Supply Chain Attack,2020-11-15,439283.0,1315464.47,Belgium,Phishing,28,2020,11,15
16230,Livingston Inc,Retail,Ransomware,2023-12-13,5094702.0,379764.43,Uk,DDoS Attack,6,2023,12,13
16231,"Jennings, Barnett And Martin",Healthcare,Malware,2020-02-06,9060088.0,3299070.88,Spain,DDoS Attack,17,2020,2,6
16232,Wong-Mosley,Healthcare,Malware,2020-11-18,1228778.0,4097377.8,Sweden,Phishing,20,2020,11,18
16233,Contreras Ltd,Retail,Data Breach,2020-09-03,8828274.0,1217886.68,Netherlands,Phishing,49,2020,9,3
16234,Evans Ltd,Telecommunications,Phishing,2022-08-12,5385445.0,2924063.94,Germany,Malware Infection,31,2022,8,12
16235,"Cox, Sullivan And Moyer",Tech,Phishing,2023-01-29,8633930.0,3740885.12,Belgium,Phishing,48,2023,1,29
16236,"Le, Ramos And Parker",Tech,Data Breach,2022-10-25,2470108.0,4052482.05,Uk,Phishing,44,2022,10,25
16237,Walton Llc,Telecommunications,Ransomware,2020-06-11,3684756.0,594547.29,Italy,Phishing,30,2020,6,11
16238,Gonzales-Glover,Healthcare,Ransomware,2020-05-05,7000006.0,914897.74,France,Phishing,59,2020,5,5
16239,"Neal, Evans And Howell",Manufacturing,Data Breach,2020-07-23,3047140.0,3441970.47,Sweden,DDoS Attack,19,2020,7,23
16240,"Kennedy, Benson And Anderson",Tech,Ransomware,2023-02-22,9586190.0,3068434.66,Uk,DDoS Attack,46,2023,2,22
16241,Rivera Ltd,Manufacturing,Malware,2021-12-10,3683218.0,374930.03,Uk,DDoS Attack,60,2021,12,10
16242,"Crosby, Hill And Hester",Tech,Ransomware,2020-04-16,4950575.0,876750.25,Belgium,Phishing,11,2020,4,16
16243,Warner-Newman,Manufacturing,Data Breach,2020-06-13,4950575.0,2179614.25,France,DDoS Attack,21,2020,6,13
16244,"Mcclain, Rose And Mccarthy",Telecommunications,Ransomware,2020-12-17,282051.0,2634527.93,Italy,DDoS Attack,43,2020,12,17
16245,Hobbs Group,Manufacturing,Supply Chain Attack,2022-06-08,9564984.0,4720124.33,Italy,Insider Threat,58,2022,6,8
16246,Callahan Llc,Retail,Phishing,2023-03-29,4895924.0,2777597.1,Netherlands,Phishing,36,2023,3,29
16247,Garcia-Clark,Retail,Ransomware,2023-08-06,5296294.0,196219.54,France,Phishing,47,2023,8,6
16248,Paul-Chavez,Manufacturing,Ransomware,2021-03-06,1566924.0,771596.13,Belgium,Compromised Vendor,33,2021,3,6
16249,"Carr, Washington And Watson",Manufacturing,Supply Chain Attack,2021-04-29,4460283.0,657161.85,Belgium,Phishing,45,2021,4,29
16250,Murray And Sons,Healthcare,Data Breach,2023-12-20,4950575.0,4295887.96,Uk,Compromised Vendor,37,2023,12,20
16251,Walker-Campbell,Retail,Supply Chain Attack,2022-05-03,8956872.0,3755319.92,Germany,DDoS Attack,6,2022,5,3
16252,"Wong, Dalton And James",Healthcare,Ransomware,2021-07-16,4950575.0,4743836.43,Belgium,Insider Threat,60,2021,7,16
16253,"Patterson, Weaver And Dickerson",Manufacturing,Ransomware,2021-06-08,4950575.0,939860.37,Uk,DDoS Attack,56,2021,6,8
16254,Miller-Rodgers,Healthcare,Phishing,2020-01-30,3776580.0,3147477.37,Uk,DDoS Attack,51,2020,1,30
16255,Summers-Miller,Manufacturing,Malware,2022-05-28,5575082.0,904999.39,Uk,Phishing,29,2022,5,28
16256,Guzman Inc,Manufacturing,Phishing,2021-02-15,4950575.0,1940355.87,France,Phishing,6,2021,2,15
16257,Simpson-Soto,Telecommunications,Malware,2021-01-07,8044986.0,4717380.16,Belgium,Phishing,29,2021,1,7
16258,"Howard, Vega And Kennedy",Manufacturing,Data Breach,2023-06-20,4112686.0,991871.41,Belgium,Insider Threat,29,2023,6,20
16259,Murphy Plc,Healthcare,Ransomware,2020-02-12,4797799.0,1470391.56,Sweden,Compromised Vendor,48,2020,2,12
16260,"Porter, Bailey And Flores",Manufacturing,Supply Chain Attack,2023-04-02,9581751.0,3498707.17,Uk,DDoS Attack,40,2023,4,2
16261,Phillips-Flynn,Healthcare,Ransomware,2023-11-12,6850628.0,4202827.16,Spain,Phishing,42,2023,11,12
16262,"Chen, Smith And George",Tech,Supply Chain Attack,2022-03-17,9210873.0,1001661.97,Belgium,Compromised Vendor,41,2022,3,17
16263,Pena-Bradshaw,Tech,Ransomware,2020-07-14,4950575.0,4614276.33,Uk,Phishing,50,2020,7,14
16264,"Saunders, Terry And Wheeler",Retail,Denial of Service,2022-01-12,7836051.0,2026987.75,Denmark,Spear Phishing,48,2022,1,12
16265,Smith-Johnston,Healthcare,Data Breach,2020-07-13,4603806.0,2526878.72,Sweden,Phishing,32,2020,7,13
16266,Morrison Inc,Retail,Ransomware,2022-02-17,4950575.0,1789090.61,Belgium,Insider Threat,30,2022,2,17
16267,Cruz-Walters,Tech,Ransomware,2022-02-15,4950575.0,1789834.84,France,Phishing,39,2022,2,15
16268,Adkins Llc,Finance,Denial of Service,2020-05-20,1291960.0,2690618.22,Belgium,Compromised Vendor,26,2020,5,20
16269,"Jones, Donovan And Kelley",Manufacturing,Ransomware,2020-09-05,4950575.0,1348427.09,Spain,DDoS Attack,15,2020,9,5
16270,Lyons Ltd,Telecommunications,Ransomware,2020-06-20,5107575.0,4749277.51,Belgium,Phishing,51,2020,6,20
16271,Carney Llc,Retail,Ransomware,2022-04-14,4950575.0,1922076.16,Uk,Phishing,41,2022,4,14
16272,Davis-Reed,Manufacturing,Ransomware,2021-05-20,3080719.0,2359270.8,Belgium,Phishing,53,2021,5,20
16273,Chavez Inc,Healthcare,Phishing,2021-12-26,4950575.0,4648607.71,Belgium,Compromised Vendor,39,2021,12,26
16274,Mitchell-Valenzuela,Healthcare,Data Breach,2022-09-23,2985903.0,4408217.78,Netherlands,DDoS Attack,35,2022,9,23
16275,"Watson, Wells And Banks",Tech,Supply Chain Attack,2023-10-01,6578105.0,3232460.49,Italy,Compromised Vendor,52,2023,10,1
16276,Hernandez-Weiss,Telecommunications,Ransomware,2021-10-25,5934469.0,3269241.2,Uk,Phishing,50,2021,10,25
16277,Randolph Inc,Telecommunications,Ransomware,2022-07-26,1792114.0,4686453.5,Uk,Phishing,29,2022,7,26
16278,Gonzalez-Parker,Healthcare,Ransomware,2022-04-08,2550371.0,3534605.22,France,DDoS Attack,29,2022,4,8
16279,"Cannon, Hoover And Moreno",Retail,Phishing,2021-07-15,5613201.0,1211473.58,Italy,DDoS Attack,14,2021,7,15
16280,Drake Ltd,Manufacturing,Ransomware,2023-11-14,8307514.0,2605126.44,Italy,DDoS Attack,24,2023,11,14
16281,Turner Inc,Manufacturing,Phishing,2021-02-12,8542413.0,4596639.78,Belgium,Compromised Vendor,24,2021,2,12
16282,"Thomas, Wheeler And Tanner",Healthcare,Malware,2023-08-31,5141463.0,4335668.7,Sweden,Insider Threat,45,2023,8,31
16283,Martin Llc,Healthcare,Ransomware,2021-12-10,4950575.0,3769065.02,France,Phishing,8,2021,12,10
16284,Jimenez-Bennett,Healthcare,Malware,2023-09-05,6792884.0,3129588.54,Germany,Compromised Vendor,7,2023,9,5
16285,"Ball, Cook And Chambers",Manufacturing,Malware,2020-07-07,1909679.0,539831.36,Uk,DDoS Attack,23,2020,7,7
16286,Green-Torres,Telecommunications,Data Breach,2022-06-29,4950575.0,376057.97,Belgium,Phishing,50,2022,6,29
16287,Rice-Wilson,Manufacturing,Phishing,2021-08-17,3162403.0,2116815.49,Uk,DDoS Attack,6,2021,8,17
16288,Huerta-Allen,Tech,Data Breach,2020-02-01,4950575.0,2839035.11,Sweden,Phishing,18,2020,2,1
16289,"Flowers, Martinez And Lewis",Manufacturing,Ransomware,2022-07-30,8211510.0,1523142.94,Belgium,Insider Threat,47,2022,7,30
16290,Hill-Parsons,Manufacturing,Denial of Service,2023-05-18,9608028.0,3728310.46,Belgium,Phishing,26,2023,5,18
16291,"Murphy, Lopez And Vargas",Telecommunications,Ransomware,2023-12-21,2123730.0,413588.89,Belgium,Compromised Vendor,26,2023,12,21
16292,Perez-Jackson,Retail,Malware,2022-01-12,2739498.0,3962668.31,Belgium,DDoS Attack,46,2022,1,12
16293,Lewis-Taylor,Manufacturing,Denial of Service,2022-10-01,7358277.0,2058663.22,Spain,Phishing,36,2022,10,1
16294,Farrell-Bryant,Healthcare,Data Breach,2022-09-18,8873875.0,1462942.47,Belgium,Phishing,28,2022,9,18
16295,Torres Plc,Finance,Ransomware,2021-10-10,5181379.0,4450096.59,Italy,DDoS Attack,33,2021,10,10
16296,Thompson-Anderson,Manufacturing,Ransomware,2023-11-01,6703978.0,2383766.32,Uk,Spear Phishing,54,2023,11,1
16297,Mcmillan-Roberts,Healthcare,Denial of Service,2020-01-12,7797344.0,2970233.54,Belgium,DDoS Attack,18,2020,1,12
16298,Young Inc,Telecommunications,Phishing,2021-10-27,5425393.0,2353967.04,Italy,Phishing,52,2021,10,27
16299,Taylor And Sons,Tech,Denial of Service,2023-06-07,5203230.0,2424035.63,Netherlands,Compromised Vendor,51,2023,6,7
16300,Matthews Inc,Healthcare,Data Breach,2023-05-13,7818239.0,2766883.24,Uk,Spear Phishing,53,2023,5,13
16301,Bush Plc,Retail,Supply Chain Attack,2020-04-14,2810994.0,214110.44,France,DDoS Attack,32,2020,4,14
16302,Morris-Short,Telecommunications,Malware,2022-11-08,2746519.0,834973.71,Belgium,Compromised Vendor,45,2022,11,8
16303,"Dyer, Tucker And Gross",Tech,Malware,2022-11-08,1861518.0,1921226.64,Belgium,Phishing,25,2022,11,8
16304,Moore-Bridges,Healthcare,Data Breach,2023-03-20,2095712.0,3587515.35,Denmark,Phishing,50,2023,3,20
16305,Reed Plc,Telecommunications,Data Breach,2021-03-14,2285769.0,1710248.67,Belgium,Compromised Vendor,34,2021,3,14
16306,"Horton, Hawkins And Gomez",Retail,Ransomware,2022-11-09,444937.0,3757879.97,Belgium,Spear Phishing,21,2022,11,9
16307,Medina And Sons,Healthcare,Phishing,2022-01-04,4417235.0,2233340.76,Belgium,DDoS Attack,14,2022,1,4
16308,Watts Plc,Manufacturing,Ransomware,2021-01-02,1259013.0,1714336.32,Spain,Phishing,58,2021,1,2
16309,Nelson-White,Healthcare,Ransomware,2022-09-18,4950575.0,1421837.13,Spain,Compromised Vendor,53,2022,9,18
16310,Harrell-Villanueva,Telecommunications,Data Breach,2022-01-03,5426225.0,3100313.16,France,DDoS Attack,19,2022,1,3
16311,Little-Murillo,Manufacturing,Supply Chain Attack,2022-04-28,6278618.0,3855532.72,Italy,Compromised Vendor,43,2022,4,28
16312,"Jackson, Hardin And Harris",Manufacturing,Data Breach,2021-07-02,4950575.0,394053.46,France,Phishing,31,2021,7,2
16313,Moore Group,Manufacturing,Data Breach,2023-07-04,1020116.0,3797053.49,Sweden,Compromised Vendor,16,2023,7,4
16314,Beck-Moore,Telecommunications,Ransomware,2020-10-14,6574689.0,768753.63,Uk,Compromised Vendor,41,2020,10,14
16315,Hall Plc,Healthcare,Malware,2023-08-26,5339919.0,1512720.26,Belgium,DDoS Attack,21,2023,8,26
16316,Garcia-Hansen,Retail,Ransomware,2020-10-11,6203089.0,1899485.41,Belgium,DDoS Attack,51,2020,10,11
16317,White-Fuller,Telecommunications,Data Breach,2020-02-21,7286848.0,1782718.81,Spain,Phishing,27,2020,2,21
16318,Fuller-Beltran,Retail,Supply Chain Attack,2023-09-08,8481327.0,197801.85,Uk,Phishing,23,2023,9,8
16319,"Payne, Collins And White",Finance,Data Breach,2020-03-31,4501776.0,3034239.09,Sweden,Phishing,31,2020,3,31
16320,Myers Ltd,Tech,Ransomware,2022-09-05,3269931.0,3496660.6,Uk,Phishing,50,2022,9,5
16321,Page-Frazier,Tech,Supply Chain Attack,2022-10-28,4950575.0,329456.34,Uk,DDoS Attack,23,2022,10,28
16322,"Green, Garner And Harvey",Retail,Supply Chain Attack,2021-02-04,5681158.0,975825.29,Belgium,Phishing,16,2021,2,4
16323,Bullock And Sons,Manufacturing,Data Breach,2020-08-31,5593602.0,2065253.1,Sweden,Compromised Vendor,51,2020,8,31
16324,"Carter, Rivera And Brooks",Healthcare,Supply Chain Attack,2021-06-24,6143837.0,3466402.78,Belgium,Compromised Vendor,30,2021,6,24
16325,Ramsey-Herring,Healthcare,Ransomware,2022-06-26,2098363.0,4842415.71,Sweden,DDoS Attack,5,2022,6,26
16326,"Rose, Smith And Hernandez",Manufacturing,Data Breach,2023-08-03,9203796.0,1314989.63,Sweden,Compromised Vendor,44,2023,8,3
16327,Smith Inc,Healthcare,Malware,2022-10-03,5802993.0,4984611.2,Uk,Compromised Vendor,21,2022,10,3
16328,Miller-Harvey,Tech,Ransomware,2020-08-06,5660917.0,3828386.33,Netherlands,DDoS Attack,58,2020,8,6
16329,Walker-Anderson,Healthcare,Phishing,2023-12-12,9119077.0,3957298.63,Uk,Insider Threat,15,2023,12,12
16330,Andersen And Sons,Retail,Ransomware,2021-06-24,4950575.0,463719.55,Belgium,Phishing,29,2021,6,24
16331,"Wong, Small And Scott",Retail,Denial of Service,2022-07-28,4950575.0,494271.32,Belgium,Insider Threat,53,2022,7,28
16332,Gates-Colon,Tech,Ransomware,2022-02-08,1211038.0,3129770.75,Belgium,Spear Phishing,45,2022,2,8
16333,Mitchell-Garcia,Manufacturing,Data Breach,2022-07-26,2170651.0,2420551.31,Spain,Phishing,29,2022,7,26
16334,"Harmon, Norman And Kim",Tech,Ransomware,2023-10-22,2704498.0,2678938.54,Netherlands,Phishing,11,2023,10,22
16335,"Wheeler, Johnson And Quinn",Manufacturing,Ransomware,2023-09-30,3492003.0,4096214.26,Netherlands,Phishing,16,2023,9,30
16336,"Wilson, May And Thompson",Healthcare,Ransomware,2020-07-28,9112566.0,270599.18,Netherlands,Phishing,29,2020,7,28
16337,"Ward, Lopez And Cortez",Telecommunications,Ransomware,2020-11-24,745434.0,3807044.02,Belgium,DDoS Attack,12,2020,11,24
16338,Hubbard Ltd,Telecommunications,Ransomware,2020-09-22,7625300.0,3756735.86,Uk,DDoS Attack,32,2020,9,22
16339,"Cooley, Lowery And Roy",Tech,Denial of Service,2021-10-21,7468024.0,2309379.67,Netherlands,Phishing,44,2021,10,21
16340,Cox Plc,Manufacturing,Ransomware,2020-04-16,5688265.0,3194906.61,Sweden,Compromised Vendor,12,2020,4,16
16341,"Rogers, Anderson And Sandoval",Manufacturing,Phishing,2023-07-23,272346.0,901795.42,Uk,Phishing,21,2023,7,23
16342,Bowman-Sanchez,Manufacturing,Supply Chain Attack,2021-04-06,4950575.0,1297327.48,Denmark,Phishing,23,2021,4,6
16343,"Reed, Williams And Patton",Telecommunications,Phishing,2021-07-23,7170864.0,4958028.15,Spain,Compromised Vendor,58,2021,7,23
16344,Gonzales Inc,Finance,Ransomware,2020-05-25,6778818.0,2348489.92,Uk,Phishing,7,2020,5,25
16345,Braun Llc,Telecommunications,Ransomware,2021-05-09,256386.0,2968454.38,Spain,Insider Threat,55,2021,5,9
16346,Smith-Jackson,Healthcare,Ransomware,2022-05-08,7556181.0,2936337.46,Uk,Insider Threat,50,2022,5,8
16347,"Cantrell, Henderson And Morrison",Manufacturing,Data Breach,2021-11-12,2912654.0,1439288.07,Uk,Phishing,33,2021,11,12
16348,Miller Group,Healthcare,Ransomware,2023-01-23,4950575.0,2425587.07,Sweden,Compromised Vendor,28,2023,1,23
16349,Price Ltd,Healthcare,Data Breach,2020-06-14,5689817.0,2717068.86,France,Phishing,27,2020,6,14
16350,"Wong, Proctor And Lawrence",Manufacturing,Ransomware,2022-11-05,9239201.0,3442102.0,Sweden,Phishing,6,2022,11,5
16351,"Rocha, Hammond And Sanchez",Healthcare,Denial of Service,2023-11-09,5907939.0,3900159.02,Sweden,Phishing,20,2023,11,9
16352,"King, Collins And Richardson",Tech,Phishing,2022-12-10,4950575.0,3707828.7,Belgium,Insider Threat,30,2022,12,10
16353,Gonzalez Group,Manufacturing,Ransomware,2021-10-14,4950575.0,4023009.71,Belgium,Phishing,8,2021,10,14
16354,Murray-Finley,Retail,Ransomware,2023-04-21,4950575.0,4360233.7,Belgium,Spear Phishing,27,2023,4,21
16355,Reeves-Kaiser,Retail,Supply Chain Attack,2022-08-12,4334809.0,4647200.26,Uk,Phishing,46,2022,8,12
16356,Bullock And Sons,Healthcare,Data Breach,2023-12-23,3943409.0,4460564.12,Denmark,DDoS Attack,41,2023,12,23
16357,Green And Sons,Retail,Ransomware,2020-04-29,6884078.0,4206351.46,Netherlands,Compromised Vendor,52,2020,4,29
16358,"Morales, Boone And Newton",Healthcare,Supply Chain Attack,2021-03-08,2327745.0,2000265.18,Italy,Insider Threat,28,2021,3,8
16359,Hood Llc,Manufacturing,Ransomware,2022-02-15,6627330.0,1352154.57,Belgium,Compromised Vendor,5,2022,2,15
16360,Young-Hamilton,Finance,Data Breach,2022-03-21,337280.0,1334843.19,Netherlands,Phishing,26,2022,3,21
16361,"Johnston, Williams And Fox",Manufacturing,Ransomware,2021-02-25,198578.0,2710023.17,Uk,DDoS Attack,56,2021,2,25
16362,"Jones, Scott And Roy",Healthcare,Supply Chain Attack,2021-07-31,1081101.0,2550520.55,Uk,Phishing,42,2021,7,31
16363,Torres-Sandoval,Finance,Phishing,2020-10-13,3051999.0,1832831.47,Italy,Compromised Vendor,19,2020,10,13
16364,Gonzalez-Caldwell,Healthcare,Denial of Service,2022-04-24,8756165.0,451842.14,Belgium,DDoS Attack,35,2022,4,24
16365,"Bryant, Walton And Murray",Healthcare,Ransomware,2021-07-13,4950575.0,4605029.29,Sweden,DDoS Attack,18,2021,7,13
16366,Gray-Booker,Healthcare,Ransomware,2022-12-30,7394343.0,3760469.55,Belgium,Insider Threat,18,2022,12,30
16367,May Group,Retail,Ransomware,2020-04-23,4950575.0,4467399.18,Netherlands,Phishing,12,2020,4,23
16368,Madden-Rivera,Manufacturing,Malware,2021-05-07,4950575.0,2609290.05,Sweden,Compromised Vendor,19,2021,5,7
16369,Chen-Barber,Manufacturing,Data Breach,2023-02-24,7112109.0,407695.69,Belgium,Insider Threat,49,2023,2,24
