Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
24218,Walter Ltd,Manufacturing,Data Breach,2021-12-13,2718900.0,6283600.648,Netherlands,DDoS Attack,75.6
24219,"Willis, Wright and Johnson",Tech,Ransomware,2020-03-22,8203001.0,2361340.83,Italy,Compromised Vendor,36.0
24220,Heath-Gonzalez,Retail,Ransomware,2022-04-12,7324240.0,4850261.07,France,Phishing,45.6
24221,Byrd-Harris,Manufacturing,Denial of Service,2020-07-30,8974121.0,4369263.9120000005,Italy,DDoS Attack,72.8
24222,"Hogan, Randall and Scott",Healthcare,Data Breach,2021-05-18,,4937757.22,Sweden,Compromised Vendor,82.5
24223,Gutierrez Inc,Healthcare,Supply Chain Attack,2020-05-03,2347146.0,8537045.22,Sweden,Compromised Vendor,21.0
24224,"Marsh, Frederick and Hunter",Retail,Denial of Service,2023-05-06,1378093.0,2726216.445,UK,Phishing,35.2
24225,"Wright, Wang and Williams",Tech,Malware,2023-12-19,3595166.0,3760420.58,Belgium,Phishing,38.0
24226,Gonzalez-Simpson,Manufacturing,Malware,2023-02-11,,538124.223,Germany,Phishing,30.799999999999997
24227,Adams-Reynolds,Healthcare,Supply Chain Attack,2023-02-25,,8812791.7,Spain,Compromised Vendor,63.0
24228,Hernandez Ltd,Manufacturing,Malware,2020-11-05,427866.0,865601.88,UK,Compromised Vendor,54.599999999999994
24229,Evans and Sons,Manufacturing,Data Breach,2020-06-20,8291087.0,3075350.5379999997,Spain,Phishing,74.19999999999999
24230,Franklin-Rogers,Finance,Ransomware,2021-10-27,3373230.0,4066120.18,UK,DDoS Attack,51.0
24231,Morton-Cooper,Tech,Denial of Service,2022-01-17,1359132.0,3633190.02,Belgium,Phishing,36.0
24232,"Cook, Garcia and Nelson",Healthcare,Data Breach,2020-04-12,903348.0,7063420.7,Spain,Phishing,45.0
24233,Wright and Sons,Tech,Malware,2021-05-30,4950076.0,2118134.81,Italy,Phishing,7.0
24234,Middleton and Sons,Tech,Malware,2021-03-31,6971204.0,2807745.27,UK,Phishing,9.0
24235,"Pierce, Kaiser and Kim",Tech,Ransomware,2020-02-12,2052838.0,2809062.49,UK,DDoS Attack,7.0
24236,"Alvarado, Chang and Gonzalez",Manufacturing,Supply Chain Attack,2021-11-18,8892431.0,1017955.393,Italy,DDoS Attack,47.599999999999994
24237,"Green, Smith and Gonzales",Manufacturing,Data Breach,2021-12-08,3132751.0,153871.653,Belgium,Compromised Vendor,29.4
24238,"Johnson, Dunn and Nelson",Manufacturing,Ransomware,2022-03-26,3151245.0,6494567.04,Belgium,Compromised Vendor,42.0
24239,Nelson-Stout,Manufacturing,Ransomware,2023-12-11,,6013949.045000001,France,Compromised Vendor,37.8
24240,Wiggins LLC,Healthcare,Malware,2023-06-16,3857528.0,1126337.92,France,Phishing,90.0
24241,Jennings-Hernandez,Healthcare,Denial of Service,2022-12-25,5484170.0,263396.84,Belgium,Compromised Vendor,57.0
24242,"Ramos, Keith and Payne",Finance,Malware,2022-05-29,2440859.0,3524626.36,Belgium,DDoS Attack,47.0
24243,Gould-Jones,Manufacturing,Ransomware,2022-06-05,8116696.0,4222153.052,France,DDoS Attack,49.0
24244,Schwartz-Jackson,Manufacturing,Supply Chain Attack,2022-04-23,,3773453.138,UK,Phishing,67.19999999999999
24245,Walker LLC,Retail,Supply Chain Attack,2022-02-01,2322359.0,2545614.18,Belgium,Phishing,44.0
24246,Day Inc,Telecommunications,Ransomware,2021-06-24,2080795.0,1211743.992,Belgium,Phishing,46.2
24247,Davis Ltd,Telecommunications,Data Breach,2020-02-26,,1014508.4639999999,Sweden,Phishing,34.1
24248,Webb Inc,Retail,Phishing,2022-11-20,,2782070.325,Belgium,Phishing,25.6
24249,Schneider-Briggs,Manufacturing,Supply Chain Attack,2023-07-21,,4691525.28,Denmark,Phishing,11.2
24250,Melendez-Chase,Tech,Data Breach,2023-01-30,6843635.0,2590764.93,Spain,DDoS Attack,31.0
24251,"Hanna, Bailey and Rodriguez",Retail,Phishing,2023-06-13,308366.0,1852819.8900000001,Netherlands,Compromised Vendor,16.8
24252,Martin LLC,Retail,Phishing,2023-12-10,,5196426.465,Sweden,Malware Infection,29.6
24253,Donaldson LLC,Manufacturing,Data Breach,2021-10-27,7803722.0,6008164.357,Belgium,Compromised Vendor,26.599999999999998
24254,Farrell and Sons,Retail,Data Breach,2023-07-20,8931043.0,3369538.38,France,Compromised Vendor,36.800000000000004
24255,Orr LLC,Healthcare,Data Breach,2022-09-29,2179530.0,3995389.74,Sweden,Insider Threat,42.0
24256,Green Inc,Energy,Ransomware,2022-08-10,2387324.0,2981962.47,France,Spear Phishing,40.0
24257,Johnson Inc,Retail,Ransomware,2020-03-27,,1765404.42,Sweden,Compromised Vendor,32.0
24258,"Johnson, Townsend and Glenn",Manufacturing,Data Breach,2022-01-17,404342.0,2232572.069,Spain,Insider Threat,44.8
24259,Acosta-Sanchez,Healthcare,Phishing,2022-07-19,1348562.0,7950300.6,Belgium,Phishing,31.5
24260,"Fields, Ford and Black",Healthcare,Malware,2023-12-18,7964673.0,377533.88,Spain,DDoS Attack,63.0
24261,"Davis, Perez and Elliott",Retail,Malware,2020-04-06,3400125.0,5124049.5600000005,Belgium,Phishing,36.0
24262,Marquez-Gentry,Telecommunications,Data Breach,2022-09-28,7145330.0,4376790.624,Sweden,Phishing,27.500000000000004
24263,"Silva, Hickman and Woodard",Healthcare,Ransomware,2020-04-17,9184170.0,1883939.7,Italy,DDoS Attack,51.0
24264,Wilson and Sons,Retail,Ransomware,2020-02-25,3938748.0,1630346.8199999998,Italy,Compromised Vendor,38.400000000000006
24265,Padilla PLC,Tech,Malware,2022-05-28,1206455.0,1780214.05,UK,Compromised Vendor,47.0
24266,Ware-Porter,Tech,Phishing,2020-07-05,8848030.0,2552892.99,Belgium,DDoS Attack,7.0
24267,Matthews-Gonzalez,Healthcare,Denial of Service,2020-12-23,328494.0,5706021.82,Belgium,DDoS Attack,42.0
24268,Williams-Miller,Healthcare,Phishing,2022-05-12,6133774.0,1905795.5,France,Spear Phishing,46.5
24269,Hernandez-Bartlett,Retail,Data Breach,2021-06-30,5853328.0,1181871.8250000002,Belgium,Compromised Vendor,25.6
24270,Eaton-Kennedy,Retail,Phishing,2020-07-28,,4718826.195,Netherlands,Phishing,47.2
24271,Thomas-Meyer,Retail,Data Breach,2022-12-20,4003087.0,5339339.985,Belgium,Spear Phishing,47.2
24272,Smith and Sons,Healthcare,Data Breach,2022-01-05,8403781.0,3527856.66,Belgium,Phishing,78.0
24273,Brooks Group,Manufacturing,Data Breach,2021-01-26,,5798907.998000001,Spain,Insider Threat,12.6
24274,"Ruiz, Frank and Morales",Manufacturing,Ransomware,2022-12-18,5513258.0,2573647.245,France,Compromised Vendor,65.8
24275,Burgess and Sons,Telecommunications,Ransomware,2023-01-03,,3044436.5640000002,Denmark,Spear Phishing,23.1
24276,Stanley-Olson,Telecommunications,Malware,2021-05-16,8039329.0,956685.012,UK,Spear Phishing,49.50000000000001
24277,Davis-Johnson,Healthcare,Phishing,2020-02-12,9807067.0,2662682.18,Belgium,Spear Phishing,75.0
24278,Walker Group,Manufacturing,Ransomware,2021-08-25,9828026.0,3453220.121,UK,Phishing,49.0
24279,Simmons Ltd,Retail,Phishing,2021-05-30,6980382.0,6147782.6850000005,Sweden,Spear Phishing,9.600000000000001
24280,"Cannon, Soto and Sims",Healthcare,Phishing,2021-09-18,4119746.0,9770045.26,Belgium,Compromised Vendor,7.5
24281,Williams-Kaufman,Healthcare,Ransomware,2022-06-26,483870.0,4914840.12,France,Phishing,25.5
24282,Kim-Jackson,Manufacturing,Data Breach,2022-06-11,5975689.0,6384722.604,Netherlands,Compromised Vendor,26.599999999999998
24283,Prince-Williams,Healthcare,Data Breach,2022-04-11,3160337.0,4059170.9,Spain,Phishing,39.0
24284,Carlson-Compton,Telecommunications,Data Breach,2023-10-13,,1497704.2440000002,Germany,Spear Phishing,47.300000000000004
24285,"Nolan, Carter and Green",Telecommunications,Data Breach,2020-04-28,8721971.0,2910554.76,Belgium,Compromised Vendor,56.1
24286,"Barajas, Mitchell and Perkins",Manufacturing,Malware,2021-08-03,,2033039.424,Belgium,DDoS Attack,82.6
24287,Harris-Peterson,Healthcare,Supply Chain Attack,2020-04-23,4419709.0,6053447.38,Italy,DDoS Attack,51.0
24288,"George, Holland and Huynh",Healthcare,Ransomware,2021-08-20,3067070.0,2049807.08,Sweden,Phishing,45.0
24289,"Lawson, Phillips and Ray",Telecommunications,Supply Chain Attack,2023-07-31,882889.0,2144162.5799999996,UK,DDoS Attack,41.800000000000004
24290,"Lewis, Cox and Wilcox",Telecommunications,Ransomware,2020-10-01,4510950.0,5999989.2360000005,Netherlands,Phishing,29.700000000000003
24291,Le-Caldwell,Telecommunications,Supply Chain Attack,2021-01-30,5301402.0,502280.81999999995,Belgium,DDoS Attack,35.2
24292,Fox PLC,Telecommunications,Ransomware,2020-01-03,,3848599.116,Belgium,Phishing,66.0
24293,Jimenez-Oneill,Manufacturing,Phishing,2021-10-15,5256447.0,2518797.918,UK,Phishing,49.0
24294,"Johnson, Jordan and Davis",Retail,Data Breach,2023-03-10,9555654.0,2027092.7999999998,UK,Compromised Vendor,33.6
24295,"Colon, Chambers and Taylor",Manufacturing,Ransomware,2020-10-16,,721775.5349999999,Netherlands,DDoS Attack,81.19999999999999
24296,"Wright, Villarreal and Morgan",Healthcare,Ransomware,2021-02-18,3843795.0,8067799.12,France,DDoS Attack,16.5
24297,Wilson Ltd,Manufacturing,Ransomware,2022-01-09,8605571.0,2109238.703,Netherlands,Insider Threat,54.599999999999994
24298,Hughes and Sons,Retail,Malware,2020-08-11,6039451.0,5319325.755,UK,Compromised Vendor,17.6
24299,"Rodriguez, Allen and Underwood",Manufacturing,Data Breach,2021-03-19,5648245.0,2075174.4780000001,UK,Phishing,33.599999999999994
24300,Morris Inc,Telecommunications,Data Breach,2023-08-02,8243069.0,4008609.252,France,Insider Threat,22.0
24301,"Ramos, Durham and Patrick",Finance,Supply Chain Attack,2021-02-09,9441820.0,4104706.75,Spain,DDoS Attack,59.0
24302,Davenport-Lang,Healthcare,Data Breach,2021-09-08,1622956.0,9389451.38,Sweden,DDoS Attack,39.0
24303,Farmer-Sullivan,Healthcare,Data Breach,2020-11-08,7866742.0,2326105.24,Belgium,Compromised Vendor,48.0
24304,"Henry, Horton and Snyder",Retail,Supply Chain Attack,2021-09-11,,552268.0650000001,Sweden,DDoS Attack,17.6
24305,"Robbins, Henderson and Lopez",Healthcare,Ransomware,2020-03-23,,4701478.28,UK,Insider Threat,63.0
24306,"Sandoval, Myers and Green",Retail,Supply Chain Attack,2020-08-14,6645108.0,490981.54500000004,Belgium,Phishing,40.0
24307,Turner-Foster,Retail,Malware,2022-03-13,,3887394.615,Sweden,Compromised Vendor,47.2
24308,Graham and Sons,Manufacturing,Data Breach,2023-12-28,6861015.0,4379039.275,Belgium,Insider Threat,29.4
24309,"Davis, Perez and Hampton",Tech,Data Breach,2020-02-24,,292724.87,UK,Insider Threat,8.0
24310,"Mcmahon, Campbell and Welch",Healthcare,Ransomware,2020-02-23,2528866.0,4590094.44,Netherlands,Spear Phishing,78.0
24311,"Hill, Santana and Flowers",Manufacturing,Ransomware,2021-01-12,5465610.0,1257921.0280000002,Sweden,Compromised Vendor,14.0
24312,Yang-Barker,Manufacturing,Ransomware,2022-06-12,8984211.0,1750902.8810000003,Belgium,Insider Threat,47.599999999999994
24313,"Jackson, Schneider and Wilson",Retail,Denial of Service,2020-08-12,5833450.0,3493609.32,Belgium,Compromised Vendor,21.6
24314,"Johnson, Jacobson and Williamson",Manufacturing,Ransomware,2020-09-03,6517662.0,903713.863,Spain,DDoS Attack,78.39999999999999
24315,"Doyle, Simon and Foster",Telecommunications,Ransomware,2021-10-10,1054307.0,4472495.784,Spain,Phishing,24.200000000000003
24316,Fields and Sons,Manufacturing,Data Breach,2021-11-18,6131485.0,1173335.293,Denmark,Phishing,46.199999999999996
24317,Kim and Sons,Tech,Data Breach,2021-09-10,9833086.0,3834805.84,Netherlands,Insider Threat,54.0
24318,Hart Group,Telecommunications,Ransomware,2020-12-05,,5455908.228,UK,DDoS Attack,30.800000000000004
24319,Parker LLC,Healthcare,Malware,2023-06-05,1806505.0,1682062.86,Italy,Phishing,45.0
24320,Vega-Haynes,Telecommunications,Supply Chain Attack,2021-10-29,1390758.0,5014485.06,France,Compromised Vendor,20.900000000000002
24321,"Diaz, Bruce and Osborne",Healthcare,Data Breach,2022-02-26,4852921.0,4056151.24,Sweden,Spear Phishing,40.5
24322,"Adkins, Goodman and Gomez",Healthcare,Ransomware,2020-03-02,2361637.0,3468685.44,Sweden,Compromised Vendor,66.0
24323,Gomez Group,Manufacturing,Data Breach,2022-06-17,367557.0,5633984.096,Netherlands,Phishing,44.8
24324,"Dominguez, Ortiz and Mcdowell",Manufacturing,Data Breach,2021-11-27,6661531.0,148097.18300000002,Italy,DDoS Attack,39.199999999999996
24325,Brown Ltd,Manufacturing,Data Breach,2021-01-24,,4115257.224,Sweden,Spear Phishing,75.6
24326,"Fisher, Harris and Freeman",Healthcare,Ransomware,2020-04-03,4683661.0,7134616.56,Italy,DDoS Attack,27.0
24327,"Clark, Vaughn and Bernard",Healthcare,Ransomware,2023-09-07,3139830.0,6509396.7,Italy,Compromised Vendor,70.5
24328,"Goodman, Quinn and Anderson",Healthcare,Malware,2020-08-26,7657441.0,2488792.04,UK,DDoS Attack,42.0
24329,"Sanchez, Jackson and Johnson",Healthcare,Data Breach,2020-11-20,7569409.0,7809034.32,UK,Insider Threat,25.5
24330,Stevens Ltd,Energy,Ransomware,2021-06-26,,4946125.14,Belgium,Phishing,5.0
24331,Hill PLC,Retail,Malware,2021-01-03,6912820.0,5734789.32,Belgium,DDoS Attack,22.400000000000002
24332,"Rodriguez, Brown and Logan",Healthcare,Data Breach,2021-05-29,,2464984.28,UK,Compromised Vendor,51.0
24333,Edwards and Sons,Retail,Ransomware,2020-05-13,3532124.0,5271523.455,Belgium,DDoS Attack,27.200000000000003
24334,Hunt-Roberts,Telecommunications,Malware,2020-01-25,1742434.0,5506246.2,UK,Insider Threat,37.400000000000006
24335,"Black, Gill and Wallace",Healthcare,Data Breach,2020-04-21,1755232.0,8038732.44,Netherlands,Compromised Vendor,36.0
24336,Smith-Brewer,Telecommunications,Data Breach,2020-10-24,1664085.0,770860.1399999999,Belgium,DDoS Attack,5.5
24337,Campbell-Leonard,Retail,Supply Chain Attack,2020-10-16,2672878.0,6045661.845,UK,Spear Phishing,4.0
24338,Gutierrez-Ferguson,Healthcare,Ransomware,2022-11-24,3767111.0,705757.7,Belgium,DDoS Attack,69.0
24339,Gamble-Moreno,Telecommunications,Data Breach,2022-12-01,6049088.0,1695714.4919999999,France,Phishing,57.2
24340,"Wheeler, Dickson and Scott",Healthcare,Ransomware,2020-05-31,1586577.0,3485373.6,UK,DDoS Attack,57.0
24341,Cameron-Lee,Manufacturing,Supply Chain Attack,2022-07-17,8595379.0,539263.0750000001,Belgium,DDoS Attack,14.0
24342,Schwartz-Garcia,Healthcare,Data Breach,2023-04-26,7458910.0,844781.8,Belgium,Compromised Vendor,10.5
24343,"Knox, Jackson and Anderson",Retail,Ransomware,2022-05-18,6485334.0,7157972.055,Spain,Compromised Vendor,35.2
24344,"Barnes, Sanders and Henson",Tech,Denial of Service,2020-06-04,,4291265.24,Belgium,Phishing,38.0
24345,"Rangel, Mayo and Davenport",Healthcare,Denial of Service,2023-08-28,,7795602.1,Sweden,Phishing,69.0
24346,"Robertson, Welch and Lawson",Healthcare,Malware,2022-12-14,,7906600.14,Belgium,Compromised Vendor,51.0
24347,"Horn, Boyle and Stevens",Retail,Malware,2022-01-18,2737630.0,4370123.324999999,Belgium,DDoS Attack,27.200000000000003
24348,"Short, Guerrero and Scott",Manufacturing,Data Breach,2020-10-03,2294708.0,5182068.775,UK,Compromised Vendor,35.0
24349,Jefferson LLC,Manufacturing,Ransomware,2022-04-26,2735098.0,4305096.809,UK,Spear Phishing,18.2
24350,Mack Inc,Telecommunications,Data Breach,2021-08-08,5504370.0,5907924.6959999995,Belgium,Phishing,53.900000000000006
24351,"Fisher, Mann and Cruz",Tech,Supply Chain Attack,2022-04-24,2983369.0,4933063.89,UK,DDoS Attack,56.0
24352,Jones Ltd,Manufacturing,Data Breach,2021-08-25,,6324044.831,Italy,Spear Phishing,50.4
24353,"Gutierrez, Howard and Cain",Retail,Data Breach,2021-05-25,6241669.0,4672492.725,Belgium,Insider Threat,40.0
24354,Powell Group,Healthcare,Ransomware,2023-08-31,6168216.0,2467664.78,Belgium,Spear Phishing,67.5
24355,Ryan Inc,Manufacturing,Data Breach,2022-08-29,431931.0,1632635.3420000002,Netherlands,Phishing,14.0
24356,"Larsen, Miller and Rice",Retail,Supply Chain Attack,2020-05-14,9748962.0,3300644.1450000005,UK,Compromised Vendor,20.8
24357,Davis PLC,Manufacturing,Malware,2023-01-29,9912147.0,1656416.8530000001,Italy,Compromised Vendor,14.0
24358,"Thompson, Perry and Lynch",Manufacturing,Data Breach,2021-11-29,4175537.0,483046.954,UK,Phishing,49.0
24359,Thompson-Paul,Retail,Supply Chain Attack,2020-11-24,9676264.0,5911234.62,UK,Phishing,34.4
24360,Carrillo-Bray,Healthcare,Denial of Service,2023-04-30,1811248.0,1848164.54,Sweden,Compromised Vendor,88.5
24361,Mullins PLC,Tech,Phishing,2023-08-01,277645.0,3044518.66,Spain,Compromised Vendor,35.0
24362,Walker-Cain,Healthcare,Data Breach,2021-06-20,152764.0,6646052.02,Sweden,Insider Threat,79.5
24363,"Marquez, Martinez and Shields",Manufacturing,Ransomware,2020-01-23,7567075.0,234046.488,Netherlands,Phishing,64.39999999999999
24364,Kerr Ltd,Manufacturing,Ransomware,2023-03-16,4757390.0,267468.032,France,DDoS Attack,11.2
24365,Graham PLC,Healthcare,Data Breach,2020-12-24,6812336.0,8340436.26,Denmark,Phishing,49.5
24366,"Roy, Jones and Trevino",Retail,Data Breach,2022-01-06,7804734.0,3110299.335,Belgium,Malware Infection,36.0
24367,Cruz-Davis,Manufacturing,Ransomware,2020-11-09,3169287.0,2310136.374,UK,DDoS Attack,75.6
24368,Smith and Sons,Telecommunications,Data Breach,2020-10-06,4626104.0,815877.9720000001,Spain,Compromised Vendor,61.60000000000001
24369,Robinson-Morgan,Manufacturing,Ransomware,2021-06-21,3593442.0,2719450.448,Netherlands,DDoS Attack,72.8
24370,Elliott-Salas,Healthcare,Data Breach,2022-01-01,1456086.0,8810935.92,Netherlands,DDoS Attack,22.5
24371,West and Sons,Tech,Ransomware,2022-09-09,3222071.0,2227097.16,UK,Phishing,34.0
24372,Phillips Group,Retail,Ransomware,2021-02-11,4700458.0,5536373.01,Spain,Insider Threat,23.200000000000003
24373,Morgan-Wallace,Tech,Malware,2021-09-08,298439.0,1542050.08,Spain,Phishing,51.0
24374,"Mejia, Jones and Schroeder",Manufacturing,Supply Chain Attack,2023-09-26,8471105.0,3523204.568,Sweden,Spear Phishing,77.0
24375,"Martinez, Harris and Reed",Manufacturing,Malware,2022-12-03,8769485.0,5073309.267,Sweden,Insider Threat,49.0
24376,Hines Inc,Manufacturing,Data Breach,2022-10-15,,605278.999,Italy,DDoS Attack,84.0
24377,Garcia-Wilcox,Retail,Ransomware,2021-05-30,4020549.0,4686206.6850000005,Denmark,Compromised Vendor,36.800000000000004
24378,Phillips Group,Finance,Malware,2020-12-10,8117684.0,3547432.32,Denmark,Phishing,51.0
24379,"Allen, Short and Parrish",Manufacturing,Phishing,2023-07-19,,1176155.7210000001,Sweden,DDoS Attack,7.0
24380,Fleming LLC,Healthcare,Ransomware,2022-07-28,9445745.0,7619445.2,Belgium,Spear Phishing,70.5
24381,Williams-Stafford,Retail,Ransomware,2022-10-24,2670537.0,5843765.28,Belgium,DDoS Attack,44.0
24382,Johnson-Weber,Healthcare,Phishing,2023-08-28,,202190.6,Poland,Phishing,42.0
24383,Herring-Smith,Manufacturing,Ransomware,2023-12-27,622464.0,4873604.086,Belgium,Phishing,57.4
24384,Stewart-Lopez,Retail,Supply Chain Attack,2022-02-04,863503.0,6532079.145,Sweden,Phishing,8.0
24385,Wallace PLC,Telecommunications,Supply Chain Attack,2021-02-19,7992986.0,3605927.304,Belgium,DDoS Attack,17.6
24386,Robles Inc,Tech,Ransomware,2022-06-22,6618376.0,3398828.79,Italy,Compromised Vendor,16.0
24387,Rocha-Norris,Healthcare,Ransomware,2023-12-11,8578761.0,7397399.3,Belgium,DDoS Attack,90.0
24388,"Harrington, Strickland and Watson",Tech,Ransomware,2023-10-20,8001237.0,1270172.01,Belgium,Compromised Vendor,44.0
24389,Armstrong LLC,Tech,Ransomware,2022-02-21,3909449.0,269897.68,Spain,Malware Infection,57.0
24390,"Holmes, Bailey and Jones",Tech,Ransomware,2023-10-01,1720292.0,854595.52,Italy,Phishing,30.0
24391,"Weeks, Berger and Rodriguez",Manufacturing,Ransomware,2023-09-20,7283625.0,3313492.6110000005,Netherlands,Malware Infection,28.0
24392,"Carter, Williams and Stone",Manufacturing,Ransomware,2020-01-23,7623371.0,1217202.7140000002,Italy,Compromised Vendor,60.199999999999996
24393,Arias Inc,Manufacturing,Denial of Service,2020-12-19,,1490696.753,Belgium,Insider Threat,35.0
24394,Alvarez-Ramsey,Retail,Data Breach,2020-12-23,5130129.0,1013951.7150000001,Belgium,Compromised Vendor,15.200000000000001
24395,Fields-Lang,Finance,Malware,2023-07-27,1347958.0,937920.44,France,Phishing,26.0
24396,Barrett Inc,Manufacturing,Data Breach,2020-11-01,6658649.0,2236099.437,Netherlands,Insider Threat,54.599999999999994
24397,Holmes-Norman,Manufacturing,Data Breach,2022-07-15,4411309.0,4638253.191,Sweden,Compromised Vendor,16.799999999999997
24398,Perez-Rogers,Manufacturing,Ransomware,2022-09-02,9842760.0,3193364.7070000004,Italy,Phishing,70.0
24399,"Golden, Guzman and Washington",Manufacturing,Ransomware,2023-04-03,3211111.0,3623158.019,Netherlands,DDoS Attack,58.8
24400,Hanson-Vasquez,Healthcare,Supply Chain Attack,2022-10-05,8745599.0,3452811.04,Sweden,DDoS Attack,10.5
24401,Deleon-Smith,Healthcare,Data Breach,2023-02-01,1345753.0,9194435.58,France,Phishing,49.5
24402,Sullivan LLC,Healthcare,Denial of Service,2020-05-18,8481178.0,7421786.36,Sweden,Insider Threat,69.0
24403,Garcia PLC,Healthcare,Denial of Service,2021-11-15,6559607.0,7982662.7,Belgium,Compromised Vendor,30.0
24404,Bradley LLC,Tech,Ransomware,2023-10-18,3019255.0,3838399.56,Sweden,Compromised Vendor,21.0
24405,Santos and Sons,Tech,Denial of Service,2023-06-26,4379080.0,4288236.9,Sweden,Phishing,25.0
24406,"Gomez, Robinson and Butler",Tech,Data Breach,2021-08-02,7147062.0,1588353.36,UK,Compromised Vendor,5.0
24407,Turner-Garcia,Retail,Malware,2022-11-28,3781277.0,7185124.395,Netherlands,Insider Threat,16.0
24408,"Richardson, Wells and Brown",Retail,Ransomware,2023-06-03,4765325.0,5749477.800000001,UK,Spear Phishing,16.8
24409,Brown LLC,Retail,Ransomware,2020-02-24,7643280.0,6336320.505,UK,Phishing,11.200000000000001
24410,Coleman-Anderson,Manufacturing,Data Breach,2021-03-28,,6182287.241,Sweden,DDoS Attack,9.799999999999999
24411,Hebert Inc,Healthcare,Ransomware,2022-04-02,886116.0,2419630.08,Netherlands,Insider Threat,51.0
24412,Webb-Harding,Tech,Ransomware,2021-09-28,8981207.0,1816512.26,Belgium,Phishing,12.0
24413,"Richardson, Spencer and Silva",Manufacturing,Ransomware,2022-06-10,2971337.0,3903234.5300000003,Belgium,DDoS Attack,75.6
24414,"Saunders, Baker and Gonzalez",Manufacturing,Data Breach,2020-06-14,2709019.0,5901316.031,Italy,DDoS Attack,67.19999999999999
24415,Clark-Solomon,Manufacturing,Data Breach,2022-11-25,7601404.0,5505773.741,Poland,Insider Threat,82.6
24416,"Thomas, Jones and Kerr",Tech,Data Breach,2021-12-21,3592252.0,4625158.15,Sweden,Insider Threat,54.0
24417,"Bray, Key and Knight",Telecommunications,Ransomware,2020-07-04,2590548.0,3677855.8559999997,Sweden,Phishing,18.700000000000003
24418,"Williams, Jackson and Pope",Telecommunications,Ransomware,2021-03-23,1839268.0,1361326.8,UK,DDoS Attack,11.0
24419,Aguirre-Barker,Healthcare,Ransomware,2020-02-05,,1134275.12,Italy,Compromised Vendor,19.5
24420,Martinez-Wilson,Retail,Ransomware,2022-06-22,6382782.0,976130.685,UK,Spear Phishing,19.200000000000003
24421,Reyes-Bruce,Finance,Malware,2022-05-04,720333.0,209469.8,Belgium,Phishing,19.0
24422,Warner-Wilkins,Healthcare,Ransomware,2020-08-02,8852160.0,1528459.08,Belgium,Insider Threat,58.5
24423,"Brady, Conley and Marsh",Tech,Malware,2022-12-25,607222.0,4110752.47,Belgium,Phishing,51.0
24424,Pittman LLC,Retail,Supply Chain Attack,2020-04-12,7590332.0,3850260.495,Italy,Compromised Vendor,25.6
24425,"Avila, Stout and Allen",Healthcare,Ransomware,2023-02-07,3192995.0,6648601.82,Spain,Phishing,12.0
24426,Mason Inc,Telecommunications,Ransomware,2020-08-06,4735114.0,2306858.1,Italy,Compromised Vendor,52.800000000000004
24427,"Archer, Gentry and Sanders",Retail,Supply Chain Attack,2022-12-30,,7441477.17,Belgium,DDoS Attack,47.2
24428,"Powers, Aguirre and Morgan",Healthcare,Malware,2021-05-17,6386903.0,8719020.34,UK,DDoS Attack,76.5
24429,"Bullock, Poole and Tate",Healthcare,Ransomware,2022-10-25,3770079.0,1576584.84,Belgium,Phishing,79.5
24430,Bruce-Jackson,Finance,Data Breach,2023-12-03,3658103.0,3769443.01,France,Compromised Vendor,34.0
24431,"Sims, Higgins and Williams",Manufacturing,Data Breach,2021-08-16,1330993.0,3913432.146,UK,DDoS Attack,40.599999999999994
24432,Petersen Inc,Retail,Data Breach,2023-12-14,985367.0,5868233.835,France,Compromised Vendor,19.200000000000003
24433,Hart Inc,Healthcare,Data Breach,2022-01-23,1015401.0,5746827.4,Belgium,Insider Threat,31.5
24434,Matthews-Solis,Tech,Malware,2021-06-14,1969920.0,1654171.88,Belgium,Insider Threat,26.0
24435,Monroe-Carter,Tech,Malware,2021-05-05,2339363.0,1982730.02,France,Insider Threat,7.0
24436,White Ltd,Manufacturing,Malware,2022-09-27,,1287687.206,Italy,Spear Phishing,74.19999999999999
24437,Taylor-Smith,Retail,Supply Chain Attack,2020-09-12,9434978.0,6107211.96,Poland,Phishing,43.2
24438,Norton Ltd,Manufacturing,Ransomware,2022-08-27,9414713.0,5650961.511,France,Phishing,62.99999999999999
24439,Rodriguez-Rogers,Telecommunications,Ransomware,2020-09-23,9266456.0,3347861.2079999996,Netherlands,Compromised Vendor,5.5
24440,Sweeney PLC,Tech,Data Breach,2023-04-14,6901074.0,687294.81,Germany,DDoS Attack,56.0
24441,Bullock-Contreras,Retail,Malware,2022-04-01,1731363.0,1006208.7449999999,Spain,DDoS Attack,40.800000000000004
24442,"Morrison, Martin and Villarreal",Manufacturing,Malware,2022-12-14,2445685.0,351434.38200000004,Belgium,Compromised Vendor,58.8
24443,"Cooper, Johnson and Collins",Retail,Supply Chain Attack,2021-08-16,9839958.0,5231178.6,UK,Insider Threat,8.0
24444,Weaver-Thornton,Retail,Ransomware,2023-04-20,8123441.0,5361163.65,UK,DDoS Attack,45.6
24445,Hernandez and Sons,Telecommunications,Denial of Service,2023-04-08,,415071.432,Spain,Spear Phishing,16.5
24446,Carter Group,Retail,Data Breach,2023-07-17,5955075.0,6587981.084999999,Belgium,DDoS Attack,16.0
